Manufacturer,Name,Clock Speed,Cores,Multi-threading,TDP
AMD,AMD Sempron 150 (OEM/Tray),2.9GHz,1,No,45Watts
Intel,Intel Core i5-2400S,2.5GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q9550,2.83GHz,4,No,95Watts
Intel,Intel Xeon E5-2680 V4,2.4GHz,14,Yes:Hyper-Threading,120Watts
Intel,Intel Xeon E5-2630 V3,2.4GHz,8,Yes:Hyper-Threading,85Watts
AMD,AMD FX-9370,4.4GHz,8,No,220Watts
Intel,Intel Pentium G3470,3.6GHz,2,No,53Watts
Intel,Intel Core 2 Duo E7300,2.66GHz,2,No,65Watts
Intel,Intel Core i7-860,2.8GHz,4,Yes:Hyper-Threading,95Watts
AMD,AMD A10-7800,3.5GHz,4,No,65Watts
Intel,Intel Xeon E5-2680 V3 (OEM/Tray),2.5GHz,12,Yes:Hyper-Threading,120Watts
AMD,AMD Athlon II X3 425,2.7GHz,3,No,95Watts
Intel,Intel Xeon E3-1271 V3,3.6GHz,4,Yes:Hyper-Threading,80Watts
AMD,AMD A8-6600K,3.9GHz,4,No,100Watts
Intel,Intel Celeron G1850,2.9GHz,2,No,53Watts
Intel,Intel Core i3-4130T,2.9GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Pentium G2140,3.3GHz,2,No,55Watts
Intel,Intel Core i5-4570T,2.9GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Core i7-5775C,3.3GHz,4,Yes:Hyper-Threading,65Watts
Intel,Intel Xeon E5-2683 V3,2.0GHz,14,Yes:Hyper-Threading,120Watts
AMD,AMD Phenom II X4 830 (OEM/Tray),2.8GHz,4,No,95Watts
Intel,Intel Pentium G3460,3.5GHz,2,No,53Watts
AMD,AMD A6-7470K,3.7GHz,2,No,65Watts
Intel,Intel Core i7-940,2.93GHz,4,Yes:Hyper-Threading,130Watts
Intel,Intel Xeon E5-2630 (OEM/Tray),2.3GHz,6,Yes:Hyper-Threading,95Watts
Intel,Intel Xeon E5-2683 V4 (OEM/Tray),2.1GHz,16,Yes:Hyper-Threading,120Watts
Intel,Intel Xeon E3-1220 V5 (OEM/Tray),3.0GHz,4,No,80Watts
Intel,Intel Core i3-7300T (OEM/Tray),3.5GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Core i5-3550S (OEM/Tray),3.0GHz,4,No,65Watts
Intel,Intel Core 2 Duo E6550 (OEM/Tray),2.33GHz,2,No,65Watts
Intel,Intel Core 2 Quad Q9505,2.83GHz,4,No,95Watts
Intel,Intel Xeon E3-1240 V6 (OEM/Tray),3.7GHz,4,Yes:Hyper-Threading,72Watts
AMD,AMD A8-7670K,3.6GHz,4,No,95Watts
Intel,Intel Xeon E5-2603,1.8GHz,4,No,80Watts
Intel,Intel Core i3-3225,3.3GHz,2,Yes:Hyper-Threading,55Watts
AMD,AMD Sempron 140,2.7GHz,1,No,45Watts
Intel,Intel Core i5-2300,2.8GHz,4,No,95Watts
Intel,Intel Core 2 Quad Q8300,2.5GHz,4,No,95Watts
Intel,Intel Core 2 Extreme X6800 (OEM/Tray),2.93GHz,2,No,75Watts
AMD,AMD Phenom II X6 1100T Black,3.3GHz,6,No,125Watts
Intel,Intel Xeon E3-1265L V3 (OEM/Tray),2.5GHz,4,Yes:Hyper-Threading,45Watts
AMD,AMD A8-6500,3.5GHz,4,No,65Watts
AMD,AMD Phenom II X3 705e,2.5GHz,3,No,65Watts
Intel,Intel Pentium E5300 (OEM/Tray),2.6GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6850,3.0GHz,2,No,65Watts
Intel,Intel Core 2 Duo E7600,3.06GHz,2,No,65Watts
Intel,Intel Xeon E3-1240 V5 (OEM/Tray),3.5GHz,4,Yes:Hyper-Threading,80Watts
Intel,Intel Xeon E5-2643 V3 (OEM/Tray),3.4GHz,6,Yes:Hyper-Threading,135Watts
Intel,Intel Xeon E5-2640 V3 (OEM/Tray),2.6GHz,8,Yes:Hyper-Threading,90Watts
Intel,Intel Xeon E3-1220 V6 (OEM/Tray),3.0GHz,4,No,72Watts
Intel,Intel Core i7-4770T (OEM/Tray),2.5GHz,4,Yes:Hyper-Threading,45Watts
Intel,Intel Xeon E5-1660 V2,3.7GHz,6,Yes:Hyper-Threading,130Watts
Intel,Intel Core i5-6500T (OEM/Tray),2.5GHz,4,No,35Watts
Intel,Intel Core i5-6600T (OEM/Tray),2.7GHz,4,No,35Watts
AMD,AMD Athlon X4 845 (OEM/Tray),3.5GHz,4,No,65Watts
AMD,AMD Athlon II X4 640,3.0GHz,4,No,95Watts
Intel,Intel Core 2 Duo E4500 (OEM/Tray),2.2GHz,2,No,65Watts
Intel,Intel Pentium E6300 (OEM/Tray),2.8GHz,2,No,65Watts
Intel,Intel Core 2 Duo E7600 (OEM/Tray),3.06GHz,2,No,65Watts
Intel,Intel Core 2 Duo E8600 (OEM/Tray),3.33GHz,2,No,65Watts
AMD,AMD Pro A10-7850B (OEM/Tray),3.7GHz,4,No,95Watts
Intel,Intel Xeon E5-2670 V3 (OEM/Tray),2.3GHz,12,Yes:Hyper-Threading,120Watts
AMD,AMD Phenom II X2 560 Black,3.3GHz,2,No,80Watts
Intel,Intel Xeon E3-1270,3.4GHz,4,Yes:Hyper-Threading,80Watts
Intel,Intel Xeon E3-1225,3.1GHz,4,No,95Watts
Intel,Intel Xeon E3-1245 V6 (OEM/Tray),3.7GHz,4,Yes:Hyper-Threading,73Watts
AMD,AMD A4-3300,2.5GHz,2,No,65Watts
Intel,Intel Pentium G2120,3.1GHz,2,No,55Watts
Intel,Intel Xeon E3-1270 V5 (OEM/Tray),3.6GHz,4,Yes:Hyper-Threading,80Watts
Intel,Intel Core i3-7320 (OEM/Tray),4.1GHz,2,Yes:Hyper-Threading,51Watts
Intel,Intel Xeon E5-2620 (OEM/Tray),2.0GHz,6,Yes:Hyper-Threading,95Watts
AMD,AMD A6-3670K,2.7GHz,4,No,100Watts
Intel,Intel Pentium G4520 (OEM/Tray),3.6GHz,2,No,51Watts
Intel,Intel Xeon E3-1230 V3 (OEM/Tray),3.3GHz,4,Yes:Hyper-Threading,80Watts
AMD,AMD Athlon II X2 215 (OEM/Tray),2.7GHz,2,No,65Watts
AMD,AMD Athlon II X2 260,3.2GHz,2,No,65Watts
Intel,Intel Celeron 420,1.6GHz,1,No,35Watts
Intel,Intel Celeron 420,1.6GHz,1,No,35Watts
AMD,AMD Athlon II X3 435,2.9GHz,3,No,95Watts
AMD,AMD Athlon II X3 440,3.0GHz,3,No,95Watts
AMD,AMD Athlon II X3 445,3.1GHz,3,No,95Watts
Intel,Intel Celeron 450 (OEM/Tray),2.2GHz,1,No,35Watts
AMD,AMD Phenom II X2 545,3.0GHz,2,No,80Watts
AMD,AMD Phenom II X2 550,3.1GHz,2,No,80Watts
AMD,AMD Phenom II X2 550 Black,3.1GHz,2,No,80Watts
AMD,AMD Athlon II X4 635,2.9GHz,4,No,95Watts
AMD,AMD Phenom II X3 720,2.8GHz,3,No,95Watts
AMD,AMD Phenom II X4 805,2.5GHz,4,No,95Watts
AMD,AMD Phenom II X4 910,2.6GHz,4,No,95Watts
AMD,AMD Phenom II X4 945,3.0GHz,4,No,125Watts
AMD,AMD Athlon II X2 240e,2.8GHz,2,No,45Watts
AMD,AMD Athlon II X2 260u (OEM/Tray),1.8GHz,2,No,25Watts
AMD,AMD Athlon II X3 400e,2.2GHz,3,No,45Watts
AMD,AMD Athlon II X3 405e,2.3GHz,3,No,45Watts
AMD,AMD Phenom II X3 740 Black,3.0GHz,3,No,95Watts
AMD,AMD Phenom II X4 910e,2.6GHz,4,No,65Watts
Intel,Intel Celeron E1500,2.2GHz,2,No,65Watts
Intel,Intel Pentium E2140,1.6GHz,2,No,65Watts
Intel,Intel Pentium E2140 (OEM/Tray),1.6GHz,2,No,65Watts
Intel,Intel Pentium E2160 (OEM/Tray),1.8GHz,2,No,65Watts
Intel,Intel Pentium E2180 (OEM/Tray),2.0GHz,2,No,65Watts
Intel,Intel Pentium E2220 (OEM/Tray),2.4GHz,2,No,65Watts
Intel,Intel Celeron E3200,2.4GHz,2,No,65Watts
Intel,Intel Celeron E3400,2.6GHz,2,No,65Watts
Intel,Intel Core 2 Duo E4300,1.8GHz,2,No,65Watts
Intel,Intel Pentium E5400 (OEM/Tray),2.7GHz,2,No,65Watts
Intel,Intel Pentium E5400 (OEM/Tray),2.7GHz,2,No,65Watts
Intel,Intel Pentium E5500 (OEM/Tray),2.8GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6320 (OEM/Tray),1.86GHz,2,No,65Watts
Intel,Intel Pentium E6500 (OEM/Tray),2.93GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6550,2.33GHz,2,No,65Watts
Intel,Intel Pentium G3450,3.4GHz,2,No,53Watts
Intel,Intel Core 2 Duo E6750,2.66GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6850 (OEM/Tray),3.0GHz,2,No,65Watts
Intel,Intel Core 2 Duo E7400 (OEM/Tray),2.8GHz,2,No,65Watts
Intel,Intel Core 2 Duo E8300 (OEM/Tray),2.83GHz,2,No,65Watts
Intel,Intel Core 2 Duo E8500 (OEM/Tray),3.16GHz,2,No,65Watts
Intel,Intel Core i5-750S,2.4GHz,4,No,82Watts
Intel,Intel Core i7-880 (OEM/Tray),3.06GHz,4,Yes:Hyper-Threading,95Watts
Intel,Intel Core i7-930 (OEM/Tray),2.8GHz,4,Yes:Hyper-Threading,130Watts
Intel,Intel Core i7-940 (OEM/Tray),2.93GHz,4,Yes:Hyper-Threading,130Watts
Intel,Intel Core 2 Quad Q8200S (OEM/Tray),2.33GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q8200S,2.33GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q8300 (OEM/Tray),2.5GHz,4,No,95Watts
Intel,Intel Core 2 Quad Q8300 (OEM/Tray),2.5GHz,4,No,95Watts
Intel,Intel Core 2 Quad Q8400S,2.66GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q9400S (OEM/Tray),2.66GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q9400S,2.66GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q9505 (OEM/Tray),2.83GHz,4,No,95Watts
Intel,Intel Core 2 Quad Q9505S (OEM/Tray),2.83GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q9550 (OEM/Tray),2.83GHz,4,No,95Watts
Intel,Intel Core 2 Quad Q9550S,2.83GHz,4,No,65Watts
Intel,Intel Core 2 Quad Q9650 (OEM/Tray),3.0GHz,4,No,95Watts
Intel,Intel Core 2 Extreme QX6700 (OEM/Tray),2.66GHz,4,No,100Watts
Intel,Intel Core 2 Extreme QX6800,2.93GHz,4,No,100Watts
Intel,Intel Core 2 Extreme QX6800,2.93GHz,4,No,100Watts
Intel,Intel Core 2 Extreme QX6850 (OEM/Tray),3.0GHz,4,No,130Watts
Intel,Intel Core 2 Extreme QX9650,3.0GHz,4,No,130Watts
Intel,Intel Core 2 Extreme QX9775,3.2GHz,4,No,150Watts
Intel,Intel Core 2 Extreme X6800,2.93GHz,2,No,75Watts
AMD,AMD Athlon X4 530 (OEM/Tray),2.0GHz,4,No,25Watts
AMD,AMD Athlon X4 550 (OEM/Tray),2.2GHz,4,No,25Watts
AMD,AMD Phenom II X4 925 (OEM/Tray),2.8GHz,4,No,95Watts
AMD,AMD Phenom II X3 720 Black (OEM/Tray),2.8GHz,3,No,95Watts
AMD,AMD Pro A4-7300B (OEM/Tray),3.8GHz,2,No,65Watts
AMD,AMD Pro A10-7800B (OEM/Tray),3.5GHz,4,No,65Watts
AMD,AMD Athlon II X4 638 (OEM/Tray),2.7GHz,4,No,65Watts
AMD,AMD Pro A8-7600B (OEM/Tray),3.1GHz,4,No,65Watts
Intel,Intel Xeon E3-1270 V3,3.5GHz,4,Yes:Hyper-Threading,80Watts
AMD,AMD Athlon X4 840 (OEM/Tray),3.1GHz,4,No,65Watts
AMD,AMD Athlon II 160u (OEM/Tray),1.8GHz,1,No,20Watts
AMD,AMD Sempron X2 250 (OEM/Tray),3.2GHz,2,No,65Watts
AMD,AMD Athlon X2 450 (OEM/Tray),3.5GHz,2,No,65Watts
AMD,AMD Phenom II X4 B99 (OEM/Tray),3.3GHz,4,No,95Watts
Intel,Intel Pentium G3450 (OEM/Tray),3.4GHz,2,No,53Watts
Intel,Intel Xeon E5-1650 V3 (OEM/Tray),3.5GHz,6,Yes:Hyper-Threading,140Watts
AMD,AMD Phenom II X4 960T Black,3.0GHz,4,No,95Watts
Intel,Intel Core i3-2125,3.3GHz,2,Yes:Hyper-Threading,65Watts
Intel,Intel Core i5-3570S (OEM/Tray),3.1GHz,4,No,65Watts
AMD,AMD A6-3650,2.6GHz,4,No,100Watts
Intel,Intel Xeon E5-2660 V3 (OEM/Tray),2.6GHz,10,Yes:Hyper-Threading,105Watts
AMD,AMD Phenom II X2 545 (OEM/Tray),3.0GHz,2,No,80Watts
AMD,AMD Opteron 6328 (OEM/Tray),3.2GHz,8,No,115Watts
AMD,AMD FX-8100 (OEM/Tray),2.8GHz,8,No,95Watts
AMD,AMD FX-8120 (OEM/Tray),3.1GHz,8,No,125Watts
Intel,Intel Xeon E5-1620 V2 (OEM/Tray),3.7GHz,4,Yes:Hyper-Threading,130Watts
AMD,AMD Athlon X4 940,3.2GHz,4,No,65Watts
AMD,AMD Athlon X4 970 (OEM/Tray),3.8GHz,4,No,65Watts
AMD,AMD FX-4130 (OEM/Tray),3.8GHz,4,No,125Watts
AMD,AMD Phenom II X6 1035T (OEM/Tray),2.6GHz,6,No,95Watts
AMD,AMD Opteron 6378 (OEM/Tray),2.4GHz,16,No,115Watts
AMD,AMD Athlon X4 940 (OEM/Tray),3.2GHz,4,No,65Watts
AMD,AMD FX-8310 (OEM/Tray),3.4GHz,8,No,95Watts
AMD,AMD FX-8310,3.4GHz,8,No,95Watts
Intel,Intel Xeon E3-1280,3.5GHz,4,Yes:Hyper-Threading,95Watts
Intel,Intel Xeon E3-1275 V2,3.5GHz,4,Yes:Hyper-Threading,77Watts
Intel,Intel Xeon E3-1220 V2,3.1GHz,4,No,69Watts
Intel,Intel Xeon E3-1270,3.4GHz,4,Yes:Hyper-Threading,80Watts
Intel,Intel Xeon E3-1240 V2,3.4GHz,4,Yes:Hyper-Threading,69Watts
Intel,Intel Pentium E5500,2.8GHz,2,No,65Watts
AMD,AMD Athlon II X2 250,3.0GHz,2,No,65Watts
AMD,AMD Phenom II X4 975,3.6GHz,4,No,125Watts
AMD,AMD Phenom II X4 840 (OEM/Tray),3.2GHz,4,No,95Watts
Intel,Intel Xeon E5-2609 (OEM/Tray),2.4GHz,4,No,80Watts
Intel,Intel Xeon E3-1230 V3,3.3GHz,4,Yes:Hyper-Threading,80Watts
Intel,Intel Xeon E3-1275 V3,3.5GHz,4,Yes:Hyper-Threading,84Watts
Intel,Intel Celeron G555,2.7GHz,2,No,65Watts
Intel,Intel Core i5-6600T,2.7GHz,4,No,35Watts
AMD,AMD Athlon II X3 460,3.4GHz,3,No,95Watts
AMD,AMD Athlon II X2 255,3.1GHz,2,No,65Watts
AMD,AMD FX-4170 (OEM/Tray),4.2GHz,4,No,125Watts
Intel,Intel Xeon E5-2430V2,2.5GHz,6,Yes:Hyper-Threading,80Watts
AMD,AMD Sempron X2 198 (OEM/Tray),2.5GHz,2,No,65Watts
Intel,Intel Pentium G840,2.8GHz,2,No,65Watts
AMD,AMD A6-9550 (OEM/Tray),3.8GHz,2,No,65Watts
AMD,AMD Sempron 130 (OEM/Tray),2.6GHz,1,No,45Watts
AMD,AMD A10-5800K (OEM/Tray),3.8GHz,4,No,100Watts
AMD,AMD A10-6790B (OEM/Tray),4.0GHz,4,No,100Watts
AMD,AMD A4-6320 (OEM/Tray),3.8GHz,2,No,65Watts
AMD,AMD A4-5300 (OEM/Tray),3.4GHz,2,No,65Watts
AMD,AMD A4-3400 (OEM/Tray),2.7GHz,2,No,65Watts
AMD,AMD A4-3400 (OEM/Tray),2.7GHz,2,No,65Watts
AMD,AMD FX-4200 (OEM/Tray),3.3GHz,4,No,125Watts
AMD,AMD FX-8140 (OEM/Tray),3.2GHz,8,No,95Watts
AMD,AMD Pro A6-7400B (OEM/Tray),3.5GHz,2,No,65Watts
AMD,AMD Athlon II X2 221 (OEM/Tray),2.8GHz,2,No,65Watts
AMD,AMD Athlon II X2 221,2.8GHz,2,No,65Watts
AMD,AMD Athlon II X4 651,3.0GHz,4,No,100Watts
Intel,Intel Core i3-3250,3.5GHz,2,Yes:Hyper-Threading,55Watts
AMD,AMD Athlon II X4 638,2.7GHz,4,No,65Watts
AMD,AMD E2-3200,2.4GHz,2,No,65Watts
AMD,AMD FX-4130,3.8GHz,4,No,125Watts
AMD,AMD FX-8150,3.6GHz,8,No,125Watts
Intel,Intel Core i3-4160T (OEM/Tray),3.1GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Core i3-4360T (OEM/Tray),3.2GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Core i3-4370 (OEM/Tray),3.8GHz,2,Yes:Hyper-Threading,54Watts
Intel,Intel Xeon E3-1245 V3 (OEM/Tray),3.4GHz,4,Yes:Hyper-Threading,84Watts
AMD,AMD Sempron 130 (OEM/Tray),2.6GHz,1,No,45Watts
AMD,AMD FX-9370 (OEM/Tray),4.4GHz,8,No,220Watts
Intel,Intel Core i7-6800K,3.4GHz,6,Yes:Hyper-Threading,140Watts
Intel,Intel Xeon E5-2650L (OEM/Tray),1.8GHz,8,Yes:Hyper-Threading,70Watts
Intel,Intel Atom D2500 (OEM/Tray),1.87GHz,2,No,10Watts
Intel,Intel Xeon E5-1620 V3 (OEM/Tray),3.5GHz,4,Yes:Hyper-Threading,140Watts
Intel,Intel Xeon E3-1275 V2 (OEM/Tray),3.5GHz,4,Yes:Hyper-Threading,77Watts
Intel,Intel Core i7-5930K (OEM/Tray),3.5GHz,6,Yes:Hyper-Threading,140Watts
Intel,Intel Core i3-7101TE (OEM/Tray),3.4GHz,2,Yes:Hyper-Threading,35Watts
AMD,AMD A8-7600 (OEM/Tray),3.1GHz,4,No,65Watts
Intel,Intel Xeon E3-1270 V3 (OEM/Tray),3.5GHz,4,Yes:Hyper-Threading,80Watts
AMD,AMD A10-7890K (OEM/Tray),4.1GHz,4,No,95Watts
AMD,AMD A10-7860k (OEM/Tray),3.6GHz,4,No,65Watts
AMD,AMD A6-7470K (OEM/Tray),3.7GHz,2,No,65Watts
AMD,AMD Athlon X4 880K,4.0GHz,4,No,95Watts
Intel,Intel Core i5-670,3.46GHz,2,Yes:Hyper-Threading,73Watts
AMD,AMD A4-6320,3.8GHz,2,No,65Watts
Intel,Intel Core i5-6400T (OEM/Tray),2.2GHz,4,No,35Watts
Intel,Intel Xeon E5-1620 V3,3.5GHz,4,Yes:Hyper-Threading,140Watts
Intel,Intel Celeron G1820,2.7GHz,2,No,53Watts
Intel,Intel Pentium G6950,2.8GHz,2,No,73Watts
Intel,Intel Core i7-7800X (OEM/Tray),3.5GHz,6,Yes:Hyper-Threading,140Watts
Intel,Intel Xeon E3-1276 V3,3.6GHz,4,Yes:Hyper-Threading,84Watts
AMD,AMD Athlon II X4 630 (OEM/Tray),2.8GHz,4,No,95Watts
Intel,Intel Pentium G860,3.0GHz,2,No,65Watts
AMD,AMD Athlon II X4 640 (OEM/Tray),3.0GHz,4,No,95Watts
Intel,Intel Xeon E5-2698 V3 (OEM/Tray),2.3GHz,16,Yes:Hyper-Threading,135Watts
Intel,Intel Xeon E5-2609,2.4GHz,4,No,80Watts
AMD,AMD Athlon II X2 250u (OEM/Tray),1.6GHz,2,No,25Watts
Intel,Intel Xeon E3-1240 V3,3.4GHz,4,Yes:Hyper-Threading,80Watts
Intel,Intel Core i7-965 Extreme Edition,3.2GHz,4,Yes:Hyper-Threading,130Watts
Intel,Intel Core i3-2120T,2.6GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Xeon E5-4650,2.7GHz,8,Yes:Hyper-Threading,130Watts
Intel,Intel Core i3-4160 (OEM/Tray),3.6GHz,2,Yes:Hyper-Threading,54Watts
Intel,Intel Celeron 420 (OEM/Tray),1.6GHz,1,No,35Watts
Intel,Intel Core i9-7920X (OEM/Tray),2.9GHz,12,Yes:Hyper-Threading,140Watts
Intel,Intel Core 2 Duo E7400,2.8GHz,2,No,65Watts
Intel,Intel Core i7-6850K (OEM/Tray),3.6GHz,6,Yes:Hyper-Threading,140Watts
Intel,Intel Core i7-5775C (OEM/Tray),3.3GHz,4,Yes:Hyper-Threading,65Watts
Intel,Intel Core i7-970,3.2GHz,6,Yes:Hyper-Threading,130Watts
Intel,Intel Pentium G2020,2.9GHz,2,No,55Watts
Intel,Intel Xeon E3-1235,3.2GHz,4,Yes:Hyper-Threading,95Watts
AMD,AMD Opteron 6328,3.2GHz,8,No,115Watts
Intel,Intel Xeon E3-1270 V6 (OEM/Tray),3.8GHz,4,Yes:Hyper-Threading,72Watts
AMD,AMD Phenom II X4 965 Black,3.4GHz,4,No,140Watts
Intel,Intel Celeron E1400,2.0GHz,2,No,65Watts
Intel,Intel Xeon E3-1245,3.3GHz,4,Yes:Hyper-Threading,95Watts
Intel,Intel Core i5-3360M,2.8GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Core 2 Duo E8600,3.33GHz,2,No,65Watts
Intel,Intel Core 2 Extreme QX9770,3.2GHz,4,No,136Watts
Intel,Intel Celeron G440,1.6GHz,1,No,35Watts
Intel,Intel Xeon E3-1275 V6 (OEM/Tray),3.8GHz,4,Yes:Hyper-Threading,73Watts
Intel,Intel Xeon E5-2690 (OEM/Tray),2.9GHz,8,Yes:Hyper-Threading,135Watts
Intel,Intel Core i3-6300T (OEM/Tray),3.3GHz,2,Yes:Hyper-Threading,35Watts
Intel,Intel Xeon E5-1620 (OEM/Tray),3.6GHz,4,Yes:Hyper-Threading,130Watts
Intel,Intel Celeron 430,1.8GHz,1,No,35Watts
Intel,Intel Xeon E3-1246 V3,3.5GHz,4,Yes:Hyper-Threading,84Watts
Intel,Intel Core i7-4771,3.5GHz,4,Yes:Hyper-Threading,84Watts
AMD,AMD Athlon II X4 635 (OEM/Tray),2.9GHz,4,No,95Watts
Intel,Intel Pentium G550,2.6GHz,2,No,65Watts
Intel,Intel Core i5-7500T (OEM/Tray),2.7GHz,4,No,35Watts
Intel,Intel Xeon E5-2603 V2,1.8GHz,4,No,80Watts
Intel,Intel Xeon E5-2620 V2,2.1GHz,6,Yes:Hyper-Threading,80Watts
Intel,Intel Celeron E1500 (OEM/Tray),2.2GHz,2,No,65Watts
Intel,Intel Xeon E5-2637 V3 (OEM/Tray),3.5GHz,4,Yes:Hyper-Threading,135Watts
Intel,Intel Pentium E5800,3.2GHz,2,No,65Watts
Intel,Intel Xeon E5-2637 V2 (OEM/Tray),3.5GHz,4,Yes:Hyper-Threading,130Watts
Intel,Intel Core 2 Duo E7400 (OEM/Tray),2.8GHz,2,No,65Watts
Intel,Intel Xeon E3-1230 V2 (OEM/Tray),3.3GHz,4,Yes:Hyper-Threading,69Watts
Intel,Intel Celeron G470,2.0GHz,1,Yes:Hyper-Threading,35Watts
Intel,Intel Xeon E3-1225 V2,3.2GHz,4,No,77Watts
Intel,Intel Xeon E3-1226 V3,3.3GHz,4,No,84Watts
AMD,AMD A4-6300 (OEM/Tray),3.7GHz,2,No,65Watts
Intel,Intel Core i5-7600T (OEM/Tray),2.8GHz,4,No,35Watts
Intel,Intel Core i3-4360,3.7GHz,2,Yes:Hyper-Threading,54Watts
Intel,Intel Celeron 440 (OEM/Tray),2.0GHz,1,No,35Watts
AMD,AMD Phenom II X2 555 Black,3.2GHz,2,No,80Watts
Intel,Intel Celeron E3300,2.5GHz,2,No,65Watts
Intel,Intel Core i5-661,3.33GHz,2,Yes:Hyper-Threading,87Watts
Intel,Intel Core i5-750 (OEM/Tray),2.66GHz,4,No,95Watts
Intel,Intel Pentium G630,2.7GHz,2,No,65Watts
Intel,Intel Xeon E5-2440V2,1.9GHz,8,Yes:Hyper-Threading,95Watts
AMD,AMD Opteron 4386,3.1GHz,8,No,95Watts
Intel,Intel Xeon E5-2658 V3 (OEM/Tray),2.2GHz,12,Yes:Hyper-Threading,105Watts
Intel,Intel Xeon E5-2450V2,2.5GHz,8,Yes:Hyper-Threading,95Watts
Intel,Intel Xeon E5-2609 V3,1.9GHz,6,No,85Watts
Intel,Intel Xeon E3-1245 V5 (OEM/Tray),3.5GHz,4,Yes:Hyper-Threading,80Watts
AMD,AMD Athlon II X2 255,3.1GHz,2,No,65Watts
Intel,Intel Celeron 430 (OEM/Tray),1.8GHz,1,No,35Watts
AMD,AMD Athlon II X3 435,2.9GHz,3,No,95Watts
AMD,AMD Athlon II X3 440,3.0GHz,3,No,95Watts
Intel,Intel Celeron 440,2.0GHz,1,No,35Watts
AMD,AMD Athlon II X4 620,2.6GHz,4,No,95Watts
AMD,AMD Athlon II X4 630,2.8GHz,4,No,95Watts
AMD,AMD Athlon II X4 635,2.9GHz,4,No,95Watts
AMD,AMD Phenom II X4 925,2.8GHz,4,No,95Watts
AMD,AMD Athlon II X2 245e,2.9GHz,2,No,45Watts
AMD,AMD Athlon II X3 405e,2.3GHz,3,No,45Watts
AMD,AMD Athlon II X3 415e,2.5GHz,3,No,45Watts
AMD,AMD Athlon II X4 600e,2.2GHz,4,No,45Watts
AMD,AMD Athlon II X4 605e,2.3GHz,4,No,45Watts
AMD,AMD Athlon II X4 610e,2.4GHz,4,No,45Watts
AMD,AMD Phenom II X3 720 Black,2.8GHz,3,No,95Watts
Intel,Intel Celeron E1200 (OEM/Tray),1.6GHz,2,No,65Watts
Intel,Intel Celeron E1400 (OEM/Tray),2.0GHz,2,No,65Watts
Intel,Intel Celeron E1600,2.4GHz,2,No,65Watts
Intel,Intel Celeron E1600 (OEM/Tray),2.4GHz,2,No,65Watts
Intel,Intel Pentium E2160,1.8GHz,2,No,65Watts
Intel,Intel Pentium E2180,2.0GHz,2,No,65Watts
Intel,Intel Pentium E2180 (OEM/Tray),2.0GHz,2,No,65Watts
Intel,Intel Celeron E3200 (OEM/Tray),2.4GHz,2,No,65Watts
Intel,Intel Celeron E3300 (OEM/Tray),2.5GHz,2,No,65Watts
Intel,Intel Celeron E3400 (OEM/Tray),2.6GHz,2,No,65Watts
Intel,Intel Core 2 Duo E4300 (OEM/Tray),1.8GHz,2,No,65Watts
Intel,Intel Core 2 Duo E4400 (OEM/Tray),2.0GHz,2,No,65Watts
Intel,Intel Core 2 Duo E4600 (OEM/Tray),2.4GHz,2,No,65Watts
Intel,Intel Pentium E5300 (OEM/Tray),2.6GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6400,2.13GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6400,2.13GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6400 (OEM/Tray),2.13GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6420 (OEM/Tray),2.13GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6540 (OEM/Tray),2.33GHz,2,No,65Watts
Intel,Intel Pentium E6600 (OEM/Tray),3.06GHz,2,No,65Watts
Intel,Intel Core 2 Duo E6700,2.66GHz,2,No,65Watts
Intel,Intel Core 2 Duo E7200 (OEM/Tray),2.53GHz,2,No,65Watts
Intel,Intel Core 2 Duo E7500 (OEM/Tray),2.93GHz,2,No,65Watts
Intel,Intel Core 2 Duo E8190 (OEM/Tray),2.66GHz,2,No,65Watts
Intel,Intel Core 2 Duo E8200,2.66GHz,2,No,65Watts
Intel,Intel Core 2 Duo E8200 (OEM/Tray),2.66GHz,2,No,65Watts
Intel,Intel Core 2 Duo E8400,3.0GHz,2,No,65Watts
